incikey,inci_id,nibrs,offense,date_occu,hour_occu,date_rept,hour_rept,streetmasked,street,reportedas,geoy,geox,category,OBJECTID,x,y
32180,2024006998,99C2,ASSIST CITY FIRE DEPARTMENT                                 ,2024-07-22,1417,2024-07-22,1417,2000-BLK of,COACH DR,GUN SHOT WOUND,41.729654128195,-88.122658697194,Non-Criminal Offenses,4913,-9809769.49352108,5120568.57569196
32182,2024006848,35A,POSSESSION OF CONTROLLED SUBSTANCE                          ,2024-07-17,2049,2024-07-17,2049,2400-BLK of,AURORA AV/FORT HILL DR,TRAFFIC STOP,41.763502269103,-88.193856018386,Drug Offenses and Narcotics,4914,-9817695.14306202,5125618.80004425
32183,2024006848,280,POSSESSION OF STOLEN VEHICLE                                ,2024-07-17,2049,2024-07-17,2049,2400-BLK of,AURORA AV/FORT HILL DR,TRAFFIC STOP,41.763502269103,-88.193856018386,Theft,4915,-9817695.14306202,5125618.80004425
32184,2024006848,90Z,POSSESSION OF BURGLARY TOOLS                                ,2024-07-17,2049,2024-07-17,2049,2400-BLK of,AURORA AV/FORT HILL DR,TRAFFIC STOP,41.763502269103,-88.193856018386,Other Criminal Offenses,4916,-9817695.14306202,5125618.80004425
32185,2024007002,99C1,ALL OTHER CRIMINAL OFFENSES                                 ,2024-07-22,1618,2024-07-22,1618,2000-BLK of,S WASHINGTON ST,ASSIST FIRE DEP,41.72969899347,-88.129843755916,Other Criminal Offenses,4917,-9810569.33059933,5120575.26793759
32186,2024006935,99L0,LOST/FOUND ANIMAL                                           ,2024-07-20,1008,2024-07-20,1008,200-BLK of,DURHAM CT,ANIMAL CALL,41.772143546116,-88.121326455126,Non-Criminal Offenses,4918,-9809621.18901245,5126908.52625713
32187,2024006522,23H,THEFT - ALL OTHER LARCENY                                   ,2024-07-08,2024,2024-07-08,2024,700-BLK of,ROYAL ST GEORGE DR,THEFT,41.783557504529,-88.166601279554,Theft,4919,-9814661.15941353,5128612.3465247
32189,2024006989,120,STRONG ARM ROBBERY                                          ,2024-07-22,0915,2024-07-22,0915,800-BLK of,E OGDEN AV,BATTERY  COLD,41.787796868729,-88.134266209028,Robbery,4920,-9811061.63582781,5129245.25546341
32191,9024000596,99D8,INFORMATION FOR POLICE,2024-07-19,1339,2024-07-20,2113,1300-BLK of,S NAPER BL,INFORMATION FOR,41.750292505127,-88.114950593244,Non-Criminal Offenses,4921,-9808911.43131438,5123647.55455685
32193,2024007039,99A8,HIT AND RUN                                                 ,2024-07-23,1600,2024-07-23,1821,2500-BLK of,W 75TH ST,HIT AND RUN  CO,41.747197298643,-88.198233824367,Traffic Crashes,4922,-9818182.47819461,5123185.72670696
32194,2024007039,99R1,TRAFFIC CRASH PRIVATE PROPERTY                              ,2024-07-23,1600,2024-07-23,1821,2500-BLK of,W 75TH ST,HIT AND RUN  CO,41.747197298643,-88.198233824367,Traffic Crashes,4923,-9818182.47819461,5123185.72670696
32195,2024007077,99A8,HIT AND RUN                                                 ,2024-07-24,1655,2024-07-24,1704,1500-BLK of,AURORA AV/W OGDEN AV,HIT AND RUN  CO,41.764740316497,-88.18640825499,Traffic Crashes,4924,-9816866.06183322,5125803.57019447
32219,2024006543,240,MOTOR VEHICLE THEFT                                         ,2024-07-08,2200,2024-07-09,1019,1500-BLK of,FAIRWAY DR,STOLEN VEHICLE,41.790306953814,-88.217253741536,Motor Vehicle Theft,4925,-9820299.7656888,5129620.01423375
32220,2024006530,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-07-09,0038,2024-07-09,0038,1200-BLK of,JOHNSON DR,WELL BEING CHEC,41.752984707433,-88.119746183654,Other Criminal Offenses,4926,-9809445.27399688,5124049.26929103
32221,9024000565,26F,IDENTITY THEFT,2024-07-08,0900,2024-07-09,0716,5900-BLK of,ROSINWEED LN,IDENTITY THEFT,41.673161233467,-88.190348009388,Theft,4927,-9817304.63328666,5112145.6223149
32222,2024006561,99I9,CIVIL MATTER / MATTER OF RECORD                             ,2024-07-09,1809,2024-07-09,1809,1800-BLK of,APPALOOSA DR,INFORMATION FOR,41.744107440271,-88.094096853893,Non-Criminal Offenses,4928,-9806590.00366869,5122724.71904231
32223,9024000566,99I9,CIVIL MATTER / MATTER OF RECORD,2024-07-09,1715,2024-07-10,0924,1500-BLK of,W OGDEN AV,CIVIL MATTER / ,41.764740316497,-88.18640825499,Non-Criminal Offenses,4929,-9816866.06183322,5125803.57019447
32224,2024006513,99J8,IMPOUNDED ANIMAL                                            ,2024-07-08,1317,2024-07-08,1317,1800-BLK of,VILLANOVA DR/LISSON RD,ANIMAL CALL,41.735822772542,-88.101999195718,Non-Criminal Offenses,4930,-9807469.68833672,5121488.75395828
32225,2024005655,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-06-12,0143,2024-06-12,0143,1600-BLK of,QUINCY AV/W OGDEN AV,TRAFFIC STOP,41.764194313905,-88.186420796402,Alcohol,4931,-9816867.45793682,5125722.08258301
32226,2024005655,99XX,SPEEDING                                                    ,2024-06-12,0143,2024-06-12,0143,1600-BLK of,QUINCY AV/W OGDEN AV,TRAFFIC STOP,41.764194313905,-88.186420796402,Other,4932,-9816867.45793682,5125722.08258301
32227,2024005655,90Z,SUSPENDED OR REVOKED DRIVER`S LICENSE                       ,2024-06-12,0143,2024-06-12,0143,1600-BLK of,QUINCY AV/W OGDEN AV,TRAFFIC STOP,41.764194313905,-88.186420796402,Other Criminal Offenses,4933,-9816867.45793682,5125722.08258301
32228,2024005655,99B2,OPERATING UNINSURED MOTOR VEHICLE                           ,2024-06-12,0143,2024-06-12,0143,1600-BLK of,QUINCY AV/W OGDEN AV,TRAFFIC STOP,41.764194313905,-88.186420796402,Traffic,4934,-9816867.45793682,5125722.08258301
32229,2024005655,90G,ILLEGAL TRANSPORTATION OF ALCOHOLIC LIQUOR                  ,2024-06-12,0143,2024-06-12,0143,1600-BLK of,QUINCY AV/W OGDEN AV,TRAFFIC STOP,41.764194313905,-88.186420796402,Alcohol,4935,-9816867.45793682,5125722.08258301
32230,2024006353,220,BURGLARY                                                    ,2024-07-02,1255,2024-07-02,1539,3100-BLK of,S ROUTE 59,THEFT IN PROGRE,41.708264791418,-88.205639849351,Burglary,4936,-9819006.91312463,5117378.60697255
32231,9024000567,99I9,CIVIL MATTER / MATTER OF RECORD,2024-07-06,1900,2024-07-10,0837,2200-BLK of,SABLE OAKS DR,CIVIL MATTER / ,41.722762703455,-88.212924542025,Non-Criminal Offenses,4937,-9819817.84140369,5119540.68457765
32232,2024006357,26A,FRAUD                                                       ,2024-07-02,1600,2024-07-02,1600,1300-BLK of,IROQUOIS AV,FRAUD,41.793189448951,-88.122056761899,Theft,4938,-9809702.48639055,5130050.39238193
32233,2024006473,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-07-06,2325,2024-07-06,2325,1900-BLK of,LISSON RD/HIDDEN VALLEY DR,ACCIDENT UNKNOW,41.732909716781,-88.103603258507,Alcohol,4939,-9807648.2517896,5121054.20166788
32234,2024006365,35A,POSSESSION OF CONTROLLED SUBSTANCE                          ,2024-07-02,1845,2024-07-02,1846,700-BLK of,RAYMOND DR/N RIVER RD,"SUSPICIOUS VEH,",41.776600283491,-88.176314522483,Drug Offenses and Narcotics,4940,-9815742.43267034,5127573.77027834
32235,2024006365,90Z,VIOLATION OF ORDER OF PROTECTION                            ,2024-07-02,1845,2024-07-02,1846,700-BLK of,RAYMOND DR/N RIVER RD,"SUSPICIOUS VEH,",41.776600283491,-88.176314522483,Other Criminal Offenses,4941,-9815742.43267034,5127573.77027834
32254,2024005860,99A1,CRIMINAL DAMAGE TO MOBILE VEHICLE                           ,2024-06-18,1124,2024-06-18,1124,1600-BLK of,COUNTRY LAKES DR,BURGLARY  COLD,41.798655410157,-88.20936456145,Criminal Damage and Trespass,4942,-9819421.54617885,5130866.55454648
32255,2024006327,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-07-01,2241,2024-07-01,2241,1600-BLK of,CLYDE DR,DISORDERLY COND,41.738771902695,-88.136277756585,Other Criminal Offenses,4943,-9811285.56027757,5121928.70768904
32256,2024006327,90Z,FIREWORKS                                                   ,2024-07-01,2241,2024-07-01,2241,1600-BLK of,CLYDE DR,DISORDERLY COND,41.738771902695,-88.136277756585,Other Criminal Offenses,4944,-9811285.56027757,5121928.70768904
32257,2024006449,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-07-06,0013,2024-07-06,0013,9900-BLK of,BOND ST/PLATINUM AV,TRAFFIC STOP,41.787343870037,-88.202788264565,Alcohol,4945,-9818689.4761583,5129177.62376817
32258,2024006449,99M9,REGISTRATION / TITLE VIOLATION                              ,2024-07-06,0013,2024-07-06,0013,9900-BLK of,BOND ST/PLATINUM AV,TRAFFIC STOP,41.787343870037,-88.202788264565,Traffic,4946,-9818689.4761583,5129177.62376817
32260,2024006378,13B,DOMESTIC BATTERY                                            ,2024-07-03,0129,2024-07-03,0129,1500-BLK of,FAIRWAY DR,DOMESTIC  VERBA,41.790306953814,-88.217253741536,Assault/Battery,4947,-9820299.7656888,5129620.01423375
32261,2024006311,23C,THEFT - SHOPLIFTING                                         ,2024-06-30,0000,2024-07-01,1229,2600-BLK of,W 75TH ST,THEFT,41.747185999883,-88.198999179087,Theft,4948,-9818267.67709232,5123184.04088864
32262,9024000557,23H,THEFT - ALL OTHER LARCENY,2024-07-06,0900,2024-07-06,1225,600-BLK of,WILLOW RD,THEFT - ALL OTH,41.764572480751,-88.146073622961,Theft,4949,-9812376.03113442,5125778.52164239
32263,2024006504,99I1,ABANDONED VEHICLE                                           ,2024-07-08,0727,2024-07-08,0727,500-BLK of,KIOWA DR,ABANDONED VEHIC,41.739389981022,-88.120104541661,Non-Criminal Offenses,4950,-9809485.16622774,5122020.91569748
32264,9024000561,99P6,PARKING COMPLAINT,2024-07-01,0000,2024-07-07,0922,2400-BLK of,SHAKER CT,PARKING COMPLAI,41.723958755413,-88.195390534529,Traffic,4951,-9817865.96461767,5119719.07391467
32265,2024006384,26F,IDENTITY THEFT                                              ,2024-06-09,0000,2024-07-03,1210,2800-BLK of,GYPSUM CR,FRAUD,41.720296052266,-88.20241657171,Theft,4952,-9818648.09949895,5119172.79777589
32266,9024000562,99G3,DUMPING / LITTERING,2024-07-08,1230,2024-07-08,0223,100-BLK of,W JEFFERSON AV,DUMPING / LITTE,41.772993968828,-88.15034169127,Non-Criminal Offenses,4953,-9812851.15032525,5127035.46277432
32267,2024006101,99G1,CITIZEN ASSIST                                              ,2024-06-24,2150,2024-06-24,2150,100-BLK of,PEPPERIDGE RD,CITIZEN ASSIST,41.775924749094,-88.174372561933,Non-Criminal Offenses,4954,-9815526.25461077,5127472.93228234
32268,2024006524,13B,SIMPLE BATTERY                                              ,2024-07-08,2130,2024-07-08,2130,1700-BLK of,QUINCY AV,BATTERY  COLD,41.774787389351,-88.19488713618,Assault/Battery,4955,-9817809.92656979,5127303.15934875
32269,2024006434,23F,BURGLARY FROM MOBILE VEHICLE                                ,2024-07-03,1600,2024-07-05,1259,500-BLK of,N MAIN ST,BURGLARY  COLD,41.781637636473,-88.148748521939,Burglary from Mobile Vehicle,4956,-9812673.79952658,5128325.73673252
32270,2024006426,99D8,INFORMATION FOR POLICE                                      ,2024-07-05,1014,2024-07-05,1014,2700-BLK of,IDAHO RD,INFORMATION FOR,41.71480994173,-88.200660233937,Non-Criminal Offenses,4957,-9818452.5848724,5118354.62664963
32284,2024006539,99L0,LOST/FOUND ANIMAL                                           ,2024-06-17,0000,2024-07-09,0915,300-BLK of,BASSWOOD DR,ANIMAL CALL,41.75234805905,-88.146285089982,Non-Criminal Offenses,4958,-9812399.57153552,5123954.27080955
32285,2024006553,99L0,LOST/FOUND ANIMAL                                           ,2024-07-05,0000,2024-07-09,1515,900-BLK of,N SLEIGHT ST,ANIMAL CALL,41.786731512605,-88.139702429712,Non-Criminal Offenses,4959,-9811666.7931462,5129086.20092777
32286,2024006468,99I4,NEIGHBORHOOD TROUBLE                                        ,2024-07-06,2013,2024-07-06,2013,3800-BLK of,MAHOGANY LN,DRIVING COMPLAI,41.697210495874,-88.232973913398,Non-Criminal Offenses,4960,-9822049.72721566,5115730.40443591
32288,2024006447,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-07-05,2355,2024-07-05,2355,3200-BLK of,ODYSSEY CT,"SUSPICIOUS VEH,",41.807664224347,-88.205003089734,Other Criminal Offenses,4961,-9818936.02936831,5132211.87762235
32289,2024006321,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-07-01,1700,2024-07-01,1935,2000-BLK of,S NAPER BL,CRIMINAL DAMAGE,41.72573758051,-88.117184872877,Criminal Damage and Trespass,4962,-9809160.15018542,5119984.38912415
32290,2024004946,26A,THEFT- OBTAINED BY DECEPTION                                ,2024-04-20,1200,2024-05-23,1337,600-BLK of,HENNING CT,THEFT,41.758446601804,-88.135803025968,Theft,4963,-9811232.71350702,5124864.3130993
32291,2024006620,99K3,FOUND PROPERTY                                              ,2024-07-11,1234,2024-07-11,1234,2100-BLK of,95TH ST,PROPERTY LOST O,41.709920085701,-88.189250684852,Non-Criminal Offenses,4964,-9817182.47967808,5117625.43680337
32294,2024006631,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-07-11,1843,2024-07-11,1843,100-BLK of,TESTA DR,DOMESTIC  VERBA,41.771473742327,-88.183301328065,Other Criminal Offenses,4965,-9816520.20031,5126808.55061977
32295,9024000570,99D8,INFORMATION FOR POLICE,2024-07-12,1200,2024-07-12,1218,2600-BLK of,WILD TIMOTHY RD,INFORMATION FOR,41.673948311096,-88.200092198193,Non-Criminal Offenses,4966,-9818389.35142263,5112262.92287115
32296,2024006410,90Z,ENDANGERING THE LIFE OR HEALTH OF A CHILD                   ,2024-07-04,1546,2024-07-04,1546,1600-BLK of,W DIEHL RD/N ROUTE 59,DRIVING COMPLAI,41.771456699943,-88.205647218154,Other Criminal Offenses,4967,-9819007.73341603,5126806.00686873
32297,2024006410,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-07-04,1546,2024-07-04,1546,1600-BLK of,W DIEHL RD/N ROUTE 59,DRIVING COMPLAI,41.771456699943,-88.205647218154,Alcohol,4968,-9819007.73341603,5126806.00686873
32298,2024006632,26A,FRAUD                                                       ,2024-06-30,0000,2024-07-11,1906,2700-BLK of,LOVELAND ST,FRAUD,41.714071598005,-88.19684953732,Theft,4969,-9818028.38006543,5118244.51908598
32299,2024006684,23C,THEFT - SHOPLIFTING                                         ,2024-07-13,1147,2024-07-13,1147,900-BLK of,W 75TH ST,THEFT,41.747568654723,-88.165043019946,Theft,4970,-9814487.69474745,5123241.13462322
32300,2024006680,240,MOTOR VEHICLE THEFT                                         ,2024-07-13,1137,2024-07-13,1137,1500-BLK of,FAIRWAY,,41.741556136034,-88.109454224498,Motor Vehicle Theft,4971,-9808299.57834436,5122344.08051481
32303,2024006521,99D8,INFORMATION FOR POLICE                                      ,2024-07-08,1100,2024-07-08,2033,100-BLK of,S WASHINGTON ST,FRAUD,41.773339040363,-88.147826857407,Non-Criminal Offenses,4972,-9812571.20030019,5127086.96961487
32305,2024006730,90J,CRIMINAL TRESPASS TO VEHICLE                                ,2024-07-14,2357,2024-07-14,2357,3400-BLK of,PARLIAMENT LN,BURGLARY IN PRO,41.711038426068,-88.214232128534,Criminal Damage and Trespass,4973,-9819963.40126804,5117792.20214621
32306,2024006603,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-07-11,0132,2024-07-11,0132,,PLATINUM AV/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Other Criminal Offenses,4974,-9819007.73341603,5126806.00686873
32307,2024006603,99O2,FAILURE TO SIGNAL / IMPROPER SIGNAL                         ,2024-07-11,0132,2024-07-11,0132,,PLATINUM AV/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Traffic,4975,-9819007.73341603,5126806.00686873
32308,2024006754,26F,IDENTITY THEFT                                              ,2024-06-26,0000,2024-07-15,1633,1100-BLK of,TUSCANY LN,FRAUD,41.698044699701,-88.172142595786,Theft,4976,-9815278.0159148,5115854.77487635
32310,9024000579,99P6,PARKING COMPLAINT,2024-07-10,0100,2024-07-16,0741,800-BLK of,ANTHONY CT,PARKING COMPLAI,41.782336793416,-88.192449342614,Traffic,4977,-9817538.55263136,5128430.11021698
32311,9024000581,99P6,PARKING COMPLAINT,2024-07-16,2050,2024-07-16,0852,100-BLK of,BANNISTER DR/FESSLER AV,PARKING COMPLAI,41.746424444413,-88.152922029847,Traffic,4978,-9813138.39230172,5123070.41457617
32312,2024004309,13B,DOMESTIC BATTERY                                            ,2024-05-06,2324,2024-05-06,2324,1100-BLK of,IROQUOIS AV,BATTERY IN PROG,41.797339583299,-88.127916928163,Assault/Battery,4979,-9810354.83711502,5130670.07256877
32313,2024006465,99I8,UNWANTED SUBJECT                                            ,2024-07-06,1640,2024-07-06,1640,1800-BLK of,W DIEHL RD,UNWANTED SUBJEC,41.79898898965,-88.208359427113,Non-Criminal Offenses,4980,-9819309.65513627,5130916.36596473
32314,2024006601,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-07-11,0011,2024-07-11,0011,1700-BLK of,W OGDEN AV,TRAFFIC STOP,41.76326499835,-88.186421935169,Alcohol,4981,-9816867.58470378,5125583.38940579
32315,2024006601,90G,ILLEGAL TRANSPORTATION OF ALCOHOLIC LIQUOR                  ,2024-07-11,0011,2024-07-11,0011,1700-BLK of,W OGDEN AV,TRAFFIC STOP,41.76326499835,-88.186421935169,Alcohol,4982,-9816867.58470378,5125583.38940579
32316,2024006601,99O2,FAILURE TO SIGNAL / IMPROPER SIGNAL                         ,2024-07-11,0011,2024-07-11,0011,1700-BLK of,W OGDEN AV,TRAFFIC STOP,41.76326499835,-88.186421935169,Traffic,4983,-9816867.58470378,5125583.38940579
32317,2024006601,99N7,SIGN VIOLATION                                              ,2024-07-11,0011,2024-07-11,0011,1700-BLK of,W OGDEN AV,TRAFFIC STOP,41.76326499835,-88.186421935169,Traffic,4984,-9816867.58470378,5125583.38940579
32318,2024006776,99J8,IMPOUNDED ANIMAL                                            ,2024-07-16,0751,2024-07-16,0751,5000-BLK of,CONEFLOWER DR,ANIMAL CALL,41.679580687544,-88.187166444965,Non-Criminal Offenses,4985,-9816950.46315517,5113102.37480676
32319,2024006698,99T3,INVESTIGATION - NON SPECIFIC                                ,2024-07-13,1943,2024-07-13,1943,100-BLK of,WATER ST,"SUSPICIOUS VEH,",41.77100471347,-88.151058603442,Non-Criminal Offenses,4986,-9812930.95662318,5126738.54348717
32320,2024006830,99D4,ASSIST OTHER LAW ENFORCEMENT                                ,2024-07-17,1516,2024-07-17,1516,2600-BLK of,PARTLOW DR,FRAUD,41.698510704118,-88.198934367621,Non-Criminal Offenses,4987,-9818260.46231293,5115924.25161402
32322,2024006864,99D4,ASSIST OTHER LAW ENFORCEMENT                                ,2024-07-18,1329,2024-07-18,1329,1300-BLK of,AURORA AV,INFORMATION FOR,41.766259514148,-88.177390524246,Non-Criminal Offenses,4988,-9815862.21263869,5126030.30497946
32323,2024006868,26F,IDENTITY THEFT                                              ,2024-06-05,0000,2024-07-18,1432,1200-BLK of,OAKTON LN,FRAUD,41.754554122856,-88.171066589988,Theft,4989,-9815158.23549728,5124283.45608564
